3 1:-55 2:-72 3:0
2 1:0 2:0 3:-51.25
4 1:-70.10126582 2:-77.24285714 3:-80
3 1:-58.8 2:-72.2 3:0
1 1:-77.78888889 2:-54.3147541 3:-79.57176471
1 1:-66 2:-51.375 3:-68.48739496
3 1:0 2:-60 3:0
1 1:-67.11111111 2:-58 3:-75
2 1:0 2:-74.8 3:-61.4248927
1 1:-64.18181818 2:-38.28571429 3:-66
3 1:-61.5483871 2:-71.5 3:0
1 1:-77.8245614 2:-54.1595092 3:-75.44262295
1 1:-71.31775701 2:-52.22307692 3:-78.3373494
3 1:-69.71590909 2:-76.50196078 3:-80.79750779
1 1:0 2:0 3:-78
3 1:-59.08571429 2:-69.71794872 3:0
1 1:-75.78947368 2:-57.69620253 3:-81.38461538
3 1:-58 2:-72 3:0
2 1:-84 2:-86 3:-54.26666667
3 1:-58.71428571 2:-73.72727273 3:-88
4 1:-73.33333333 2:-80 3:0
4 1:-72.66666667 2:-80.66666667 3:-86.66666667
2 1:0 2:-75.2 3:-55.66666667
1 1:-80.15384615 2:-57.4 3:-67
1 1:-70.43478261 2:-50 3:-76
2 1:0 2:0 3:-57.168
3 1:-59.42857143 2:-71 3:0
1 1:-71.55555556 2:-54.14285714 3:-80.10810811
1 1:-74.85714286 2:-53.5 3:-70
1 1:-67.26190476 2:-45.45762712 3:-80.01129944
1 1:-72.25 2:-46.36363636 3:-68.66666667
2 1:0 2:0 3:-48
2 1:0 2:0 3:-52
3 1:0 2:-57.77777778 3:0
3 1:-57.5 2:-64.8 3:-78
1 1:-77.97222222 2:-42.83018868 3:-81.83240223
4 1:-74.73684211 2:-72.15384615 3:-69.25
3 1:0 2:-77.44444444 3:0
1 1:-79.14285714 2:-58 3:-80
1 1:-66.1625 2:-49.2371134 3:-74.62025316
1 1:-72.05 2:-53.82278481 3:-78.48275862
1 1:0 2:-48 3:-74.66666667
1 1:-75.43165468 2:-49.51470588 3:-81.41791045
1 1:-73.31578947 2:-60.78547855 3:-78.79365079
1 1:-70.64044944 2:-51.65384615 3:-72.19928826
4 1:-71.33333333 2:-79.25 3:-80
4 1:0 2:-76.85714286 3:-84
1 1:-79.91304348 2:-52.01769912 3:-80.39285714
2 1:0 2:0 3:-55.27272727
1 1:-67.5 2:-50 3:-86
3 1:-57.24423963 2:-65.68831169 3:-84.85201794
1 1:-72.5 2:-57 3:-68.8
3 1:-58.5 2:-68.72727273 3:0
1 1:-75.41176471 2:-50.66666667 3:-81.4
3 1:-59.57894737 2:-67.02439024 3:0
1 1:-81.47474747 2:-52.67938931 3:-78.58631922
3 1:0 2:-61 3:0
1 1:-65.7037037 2:-50 3:-74
